protein,RNA,Sample ID,Chem,517,519,521,523,525,527,529,531,533,535,537,539,541,543,545,547,549,551,553,555,557,559,561,563,565,567,569,571,573,575,577,579,581,583,585,587,589,591,593,595,597,599,601,603,605,607,609,611,613,615,617,619,621,623,625,627,629,631,633,635,637,639,641,643,645,647,649,651,653,655,657,659,661,663,665,667,669,671,673,675,677,679,681,683,685,687,689,691,693,695,697,699,701,703,705,707,709,711,713,715,717,719,721
0,500,A1TRno3622,rna,7943,9307,11009,12821,14895,16975,18622,20324,21698,22893,23967,25264,26593,27400,27946,28374,28806,29126,29174,29150,28871,28014,27472,26690,25967,26239,25742,25558,25132,24906,24239,24206,23892,23668,23393,23238,22949,22254,21707,21130,20639,20159,19459,19023,18522,17961,17488,17016,16534,15868,15412,14982,14573,14056,13374,13059,12600,12021,11718,11257,10800,10329,9924,9477,8991,8539,8149,7774,7370,7062,6709,6357,6128,5836,5560,5196,4963,4644,4459,4309,4103,3778,3563,3519,3283,3139,2946,2886,2655,2590,2342,2157,2084,2046,1840,1855,1716,1803,1835,1612,1595,1514,1746
0,500,A2TRno3622,rna,7670,8965,10656,12408,14314,16268,17952,19650,20958,22048,23141,24339,25636,26469,27004,27488,27906,28188,28286,28328,28059,27230,26685,26105,25361,25455,25114,24939,24438,24276,23635,23567,23341,23063,22868,22822,22443,21741,21184,20647,20316,19707,19120,18692,18204,17612,17118,16801,16082,15540,15166,14707,14255,13792,13243,12910,12356,11989,11546,11225,10719,10283,9839,9359,8894,8474,8014,7637,7306,6955,6644,6307,5976,5752,5486,5149,4888,4662,4506,4217,4048,3871,3575,3397,3298,3076,2828,2721,2675,2419,2458,2157,2112,2076,1969,1855,1793,1887,1606,1662,1485,1574,1679
0,500,A3TRno3622,rna,7391,8668,10324,12044,13873,15809,17477,19082,20332,21543,22496,23698,24972,25667,26325,26817,27310,27560,27564,27739,27577,26702,26231,25525,24902,25045,24651,24460,24058,23849,23178,23253,22916,22712,22523,22395,22092,21447,20957,20440,19876,19482,18797,18384,17952,17322,16885,16528,15915,15366,15029,14605,14065,13693,13084,12773,12253,11811,11417,11013,10575,10163,9786,9279,8766,8423,7932,7597,7252,6916,6638,6276,6009,5689,5493,5141,4930,4671,4401,4279,4037,3848,3639,3586,3269,2997,2930,2666,2556,2483,2342,2232,2084,2135,2001,1820,1793,1761,1698,1662,1705,1877,1612
0,250,B1TRno3622,rna,2788,3211,3764,4394,5075,5772,6365,6953,7459,7863,8321,8826,9278,9671,9968,10213,10468,10663,10783,10862,10868,10625,10530,10319,10126,10232,10162,10074,9954,9927,9714,9767,9594,9602,9573,9605,9468,9280,9078,8936,8764,8591,8427,8260,8112,7854,7698,7563,7311,7158,7012,6830,6608,6475,6262,6036,5914,5736,5553,5301,5102,4967,4760,4548,4370,4071,3913,3781,3616,3466,3322,3126,2978,2858,2836,2634,2527,2398,2244,2165,2139,2023,1870,1868,1678,1601,1592,1489,1466,1391,1299,1329,1261,1097,1065,1050,1182,1132,1101,1058,1210,1150,1209
0,250,B2TRno3622,rna,2612,3009,3523,4062,4733,5401,5931,6538,7025,7432,7853,8328,8804,9142,9492,9721,10010,10237,10381,10518,10484,10265,10159,9973,9811,9909,9860,9846,9697,9716,9472,9487,9419,9423,9373,9323,9336,9139,8937,8783,8615,8439,8300,8107,7943,7751,7545,7458,7222,7066,6876,6749,6542,6324,6174,6018,5849,5626,5472,5311,5065,4944,4732,4510,4352,4080,3894,3776,3642,3410,3316,3070,2978,2900,2739,2641,2502,2398,2339,2093,2095,1988,1870,1773,1693,1601,1558,1526,1447,1413,1299,1304,1207,1157,1162,1155,1182,1132,1147,1058,1265,1150,1209
0,250,B3TRno3622,rna,2633,2972,3512,4097,4726,5394,5905,6502,6959,7387,7789,8189,8712,9079,9399,9586,9887,10025,10166,10240,10230,10026,9934,9707,9577,9633,9539,9536,9376,9380,9135,9148,9087,9031,9022,9022,8988,8709,8583,8360,8247,8129,7920,7698,7593,7419,7317,7123,6879,6697,6517,6400,6216,6019,5840,5650,5422,5309,5191,5010,4770,4619,4465,4244,4069,3830,3695,3552,3323,3170,3121,2883,2819,2746,2598,2413,2369,2282,2158,2032,1942,1824,1794,1692,1590,1601,1439,1360,1347,1263,1229,1254,1234,1127,1130,1050,1068,1007,1055,1007,990,1150,1142
0,125,C1TRno3622,rna,1428,1593,1851,2104,2432,2716,3015,3298,3488,3655,3899,4131,4376,4566,4709,4865,5018,5128,5217,5294,5300,5201,5171,5083,5004,5073,5062,5018,5019,4993,4903,4921,4862,4889,4886,4866,4846,4737,4672,4578,4504,4462,4362,4245,4219,4104,4024,3974,3875,3745,3715,3620,3524,3443,3342,3239,3145,3055,2951,2856,2817,2673,2582,2488,2377,2234,2169,2050,1981,1960,1823,1734,1701,1625,1566,1470,1451,1333,1337,1215,1200,1193,1112,1042,963,957,931,919,872,878,858,803,878,801,807,805,877,755,826,856,825,908,1008
0,125,C2TRno3622,rna,1327,1439,1692,1929,2180,2454,2725,2939,3155,3330,3544,3751,4025,4170,4309,4453,4640,4761,4826,4893,4936,4841,4822,4711,4692,4704,4717,4714,4670,4675,4600,4621,4555,4639,4584,4575,4566,4469,4390,4329,4271,4195,4135,4044,4040,3935,3879,3828,3740,3613,3541,3501,3445,3372,3240,3171,3061,3007,2897,2831,2692,2631,2505,2424,2315,2151,2097,2025,1965,1859,1835,1740,1648,1541,1552,1517,1385,1360,1279,1236,1200,1146,1124,1042,992,942,948,864,912,856,812,828,823,801,742,735,839,839,734,907,880,848,1008
0,125,C3TRno3622,rna,1481,1643,1907,2236,2576,2957,3270,3646,3966,4287,4582,4961,5368,5632,5954,6166,6414,6583,6648,6795,6807,6758,6620,6499,6367,6363,6319,6323,6238,6178,6015,5997,5919,5873,5807,5843,5784,5653,5481,5372,5258,5186,5065,4999,4945,4760,4700,4618,4448,4336,4290,4196,4057,3907,3787,3685,3606,3502,3370,3242,3124,3021,2897,2787,2691,2507,2406,2299,2263,2122,2018,1883,1860,1779,1737,1698,1618,1503,1413,1338,1299,1287,1200,1164,1197,1114,1101,938,971,920,905,903,932,801,871,875,877,839,872,907,935,1029,1008
0,62.5,D1TRno3622,rna,1198,1320,1497,1689,1904,2144,2300,2497,2636,2760,2887,3032,3176,3281,3350,3421,3510,3548,3570,3598,3575,3503,3475,3379,3319,3350,3320,3292,3219,3219,3139,3119,3089,3108,3068,3058,3020,2927,2871,2832,2754,2679,2648,2582,2518,2463,2423,2328,2278,2184,2149,2079,2030,2002,1916,1872,1809,1739,1695,1651,1568,1501,1442,1385,1334,1249,1217,1187,1124,1103,1038,982,973,932,869,857,851,796,726,694,742,713,619,650,642,596,576,570,555,514,533,552,576,563,581,595,572,545,642,806,770,727,873
0,62.5,D2TRno3622,rna,891,937,1065,1196,1324,1470,1579,1714,1813,1910,2011,2102,2226,2298,2390,2467,2535,2605,2641,2704,2716,2687,2642,2624,2564,2577,2629,2606,2551,2579,2529,2553,2521,2553,2555,2505,2501,2468,2429,2395,2348,2308,2259,2219,2185,2139,2094,2079,2040,1963,1922,1915,1849,1812,1717,1709,1630,1594,1573,1506,1442,1443,1337,1301,1255,1193,1140,1111,1081,1042,1009,926,900,911,854,857,767,787,697,694,655,678,632,609,627,565,559,570,575,535,557,527,576,504,613,595,572,671,688,705,605,787,739
